scen_number;iteration;primal_residual;dual_residual;cfd_primal;cfd_dual
4;43;77.44888345420465;0.40541604595203057;0.0;0.0
4;44;70.9639129637779;0.44413660011272454;0.0;0.0
4;45;64.52621969882036;0.4807596984021537;0.0;0.0
4;46;58.220419502567644;0.5145389934508373;0.0;0.0
4;47;52.126281297938114;0.5447280260514179;0.0;0.0
4;48;46.31492024318444;0.5701750397356342;0.0;0.0
4;49;40.84464174760419;0.591154785928786;0.0;0.0
4;50;35.74329995791753;0.6084754418146341;0.0;0.0
4;51;31.04185080089064;0.6202848536280782;0.0;0.0
4;52;26.755453358198196;0.6272505664256202;0.0;0.0
4;53;22.89106571634918;0.6296695428609761;0.0;0.0
4;54;19.4526109926814;0.6271693979784975;0.0;0.0
4;55;16.439280776734837;0.6188314819901809;0.0;0.0
4;56;13.844253567845211;0.6060099420083883;0.0;0.0
4;57;11.658156289720022;0.5895234861112395;0.0;0.0
4;58;9.871234720321963;0.5694989003544515;0.0;0.0
4;59;8.468294202315818;0.5458927373729724;0.0;0.0
4;60;7.421810846200136;0.5190851931416942;0.0;0.0
4;61;6.6875201757680784;0.4896864639250951;0.0;0.0
4;62;6.20292351164562;0.45845258570476866;0.0;0.0
4;63;5.8971197666828745;0.42628575335278734;0.0;0.0
4;64;5.702684353648806;0.3942567123452841;0.0;0.0
4;65;5.564364961812223;0.36368371394547394;0.0;0.0
4;66;5.443915434717855;0.33612389327426684;0.0;0.0
4;67;5.314871109931687;0.31337846113133117;0.0;0.0
4;68;5.161632700499429;0.29775325565524496;0.0;0.0
4;69;4.975870977860715;0.2911195982172453;0.0;0.0
4;70;4.758727339386214;0.2943924243249827;0.0;0.0
4;71;4.514561796011303;0.3067730156316709;0.0;0.0
4;72;4.249044683359735;0.3264564108921637;0.0;0.0
4;73;3.968407925723667;0.35123410866663834;0.0;0.0
4;74;3.678810754996332;0.3789885658496417;0.0;0.0
4;75;3.385104478478413;0.40797835990058084;0.0;0.0
4;76;3.091624086915683;0.4370604137725132;0.0;0.0
4;77;2.8030004570697016;0.4650761879380915;0.0;0.0
4;78;2.523152336175046;0.49108292533769665;0.0;0.0
4;79;2.2553278787185778;0.5143715798202092;0.0;0.0
4;80;2.0012652628531726;0.5344736199172896;0.0;0.0
4;81;1.7625824279750697;0.5511672753508005;0.0;0.0
4;82;1.540699422589705;0.5641302546365384;0.0;0.0
4;83;1.336606129994118;0.5731207513904321;0.0;0.0
4;84;1.1508999161358746;0.5779881408508133;0.0;0.0
4;85;0.98121084554327;0.5499368214799352;0.0;0.0
4;86;0.8274615900837723;0.5196673538548992;0.0;0.0
4;87;0.6923916452197696;0.4877027687664663;0.0;0.0
4;88;0.5797783990077555;0.4545196254897023;0.0;0.0
4;89;0.49431631103687135;0.4205643167043759;0.0;0.0
4;90;0.4404289450688018;0.38625372949667175;0.0;0.0
4;91;0.41919510598670495;0.3519749526280369;0.0;0.0
4;92;0.42566628431205045;0.3180864266828222;0.0;0.0
4;93;0.4505515062034727;0.2849196085876585;0.0;0.0
4;94;0.4845830747753289;0.2527829408377233;0.0;0.0
4;95;0.5209758732966308;0.2219675624000545;0.0;0.0
4;96;0.5462522365478979;0.1861888220775238;0.0;0.0
4;97;0.5601050464830469;0.15355164830942344;0.0;0.0
4;98;0.5630849041069119;0.127586394947344;0.0;0.0
4;99;0.5564036434851249;0.11344468320163126;0.0;0.0
4;100;0.5415364035514114;0.11530237687556867;0.0;0.0
4;101;0.5200081926989312;0.13169300062868436;0.0;0.0
4;102;0.4932862361702695;0.15705568430558614;0.0;0.0
4;103;0.4627236226159707;0.18654043989419067;0.0;0.0
4;104;0.42953458390670357;0.21719229235076515;0.0;0.0
4;105;0.39755616104281744;0.22153218152755003;0.0;0.0
4;106;0.3655406657667675;0.22399715043395702;0.0;0.0
4;107;0.3336237418972784;0.22444083360983313;0.0;0.0
4;108;0.3020939457661732;0.2229795880841394;0.0;0.0
4;109;0.2712408596101359;0.219769701568607;0.0;0.0
4;110;0.24133280032688673;0.2149838892491947;0.0;0.0
4;111;0.21262556700577157;0.20880101508611718;0.0;0.0
4;112;0.18536552496567385;0.20140070688812117;0.0;0.0
4;113;0.1598011859498987;0.19296090045610517;0.0;0.0
4;114;0.13620130891578405;0.18365533549311194;0.0;0.0
4;115;0.11488260469421634;0.17365156333589385;0.0;0.0
4;116;0.0962479305458858;0.16311016628221028;0.0;0.0
4;117;0.08082531863105503;0.15218175967274886;0.0;0.0
4;118;0.06925732720749887;0.14100827127654128;0.0;0.0
4;119;0.06252542440434768;0.12777659553781306;0.0;0.0
4;120;0.0617875124649112;0.11562233471447077;0.0;0.0
4;121;0.06575286141369101;0.10421023161747348;0.0;0.0
4;122;0.07240413792178725;0.0930435991940178;0.0;0.0
4;123;0.07999208197407517;0.08221667536891772;0.0;0.0
4;124;0.08744350494538086;0.07181883148454976;0.0;0.0
4;125;0.09417675606988493;0.06193531064213838;0.0;0.0
4;126;0.09989849935534392;0.05265183737181617;0.0;0.0
4;127;0.10447746430974127;0.04406271421817378;0.0;0.0
4;128;0.10622791412242132;0.033387745879446366;0.0;0.0
4;129;0.10579280444497034;0.025892587574336736;0.0;0.0
4;130;0.103563782331518;0.024625834109512294;0.0;0.0
4;131;0.09989555832029964;0.030049267457833522;0.0;0.0
4;132;0.09511179582064677;0.03906242729711259;0.0;0.0
4;133;0.08950615552865443;0.049287408099762196;0.0;0.0
4;134;0.08414364268788681;0.051874590074556436;0.0;0.0
4;135;0.07868294431522407;0.05407995496054689;0.0;0.0
4;136;0.07312496019080027;0.0556935303933847;0.0;0.0
4;137;0.06752404045466426;0.056711155225664334;0.0;0.0
4;138;0.06194132215631117;0.05716208195820393;0.0;0.0
4;139;0.05643537519766088;0.05708464976154037;0.0;0.0
4;140;0.05106239794696081;0.05652438105148813;0.0;0.0
4;141;0.04587544824655329;0.05552849285151961;0.0;0.0
4;142;0.040925514196383996;0.054144796002656245;0.0;0.0
4;143;0.0362636031405998;0.05242267680853772;0.0;0.0
4;144;0.03194141688469205;0.05040892332861739;0.0;0.0
4;145;0.028014167288447626;0.04814956723039422;0.0;0.0
4;146;0.02454211093162245;0.045688824782604553;0.0;0.0
4;147;0.02159024905508438;0.043068634734183694;0.0;0.0
4;148;0.01922320054766234;0.04032900612969475;0.0;0.0
4;149;0.01752375797164811;0.036657606663436614;0.0;0.0
4;150;0.016565013116867918;0.03327086489129181;0.0;0.0
4;151;0.016464894472320045;0.030150814538095337;0.0;0.0
4;152;0.01702321479246161;0.027214154826148848;0.0;0.0
4;153;0.01801594676053431;0.024329098604467247;0.0;0.0
4;154;0.01920742447601036;0.021519099014347648;0.0;0.0
4;155;0.020426978075729216;0.0188063500590485;0.0;0.0
4;156;0.02156656926097226;0.01621067858873986;0.0;0.0
4;157;0.022562776313862033;0.01375100675764256;0.0;0.0
4;158;0.023381519997572726;0.01144655901181242;0.0;0.0
4;159;0.02369322344441165;0.008423982891149828;0.0;0.0
4;160;0.023623786375410703;0.005963008478534375;0.0;0.0
4;161;0.023242554856552012;0.004991586516699499;0.0;0.0
4;162;0.02261202793309755;0.006152647442660962;0.0;0.0
4;163;0.021790750037146867;0.008500976766291255;0.0;0.0
4;164;0.0208319593051629;0.011192331589249056;0.0;0.0
4;165;0.019971349451482098;0.01185204803982259;0.0;0.0
4;166;0.01911779129479184;0.012505939616973967;0.0;0.0
4;167;0.018263845996611953;0.013028781192253636;0.0;0.0
